URL,categoria_producto,tipo_producto,tipo_producto_especifico,id_producto,titulo_producto,descuento_producto,cantidad_producto,precio_total,material
https://www.exito.com/manos-libres-mini-lili-2-0-de-cuero-gamuza-para-mujer-tejido-123798341/p,Moda Y Accesorios,Marroquineria,Bolsos y carteras de mujer,VELEZ-PLU: 124102711,Manos libres mini lili 2.0 de cuero gamuza para mujer tejido Verde,N/A,N/A,N/A,Mujer
https://www.exito.com/manos-libres-mini-lili-2-0-de-cuero-gamuza-para-mujer-tejido-123798342/p,Moda Y Accesorios,Marroquineria,Bolsos y carteras de mujer,VELEZ-PLU: 124102712,Manos libres mini lili 2.0 de cuero gamuza para mujer tejido Rosado,N/A,N/A,N/A,Mujer
https://www.exito.com/manos-libres-mini-lili-de-cuero-para-mujer-silueta-hexagonal-123798343/p,Moda Y Accesorios,Marroquineria,Bolsos y carteras de mujer,VELEZ-PLU: 124102713- EAN: 7705007313964,Manos libres mini lili de cuero para mujer silueta hexagonal Arena,N/A,N/A,$ 539.900,Mujer
https://www.exito.com/bowling-garniel-de-cuero-para-mujer-detalle-millare-123798344/p,Moda Y Accesorios,Marroquineria,Bolsos y carteras de mujer,VELEZ-PLU: 124102715- EAN: 7705007314060,Bowling garniel de cuero para mujer detalle millaré Verde,N/A,7,$ 709.900,Mujer
https://www.exito.com/bowling-garniel-de-cuero-gamuza-para-mujer-manija-trenzada-123798345/p,Moda Y Accesorios,Marroquineria,Bolsos y carteras de mujer,VELEZ-PLU: 124102714,Bowling garniel de cuero gamuza para mujer manija trenzada Miel,N/A,N/A,N/A,Mujer
https://www.exito.com/bowling-garniel-de-cuero-para-mujer-detalles-hexagonales-123798347/p,Moda Y Accesorios,Marroquineria,Bolsos y carteras de mujer,VELEZ-PLU: 124102718,Bowling garniel de cuero para mujer detalles hexagonales Blanco,N/A,N/A,N/A,Mujer
https://www.exito.com/manos-libres-mini-lili-de-cuero-gamuza-para-mujer-trenzado-123798348/p,Moda Y Accesorios,Marroquineria,Bolsos y carteras de mujer,VELEZ-PLU: 124102717- EAN: 7705007392167,Manos libres mini lili de cuero gamuza para mujer trenzado Rojo,N/A,3,$ 539.900,Mujer
https://www.exito.com/manos-libres-helios-de-cuero-para-hombre-silueta-deportiva-123798349/p,Moda Y Accesorios,Marroquineria Hombre,Bolsos y manoslibres de hombre,VELEZ-PLU: 124102719- EAN: 7705007306300,Manos libres helios de cuero para hombre silueta deportiva Miel,N/A,N/A,$ 569.900,Hombre
https://www.exito.com/sandalia-orcian-3-de-cuero-para-hombre-ajuste-al-tobillo-123798350/p,Moda Y Accesorios,Calzado para Hombre,Sandalias de Hombre,VELEZ-PLU: 124102720- EAN: 7705007363983,Sandalia orcian 3 de cuero para hombre ajuste al tobillo Arena 41,N/A,N/A,$ 309.900,Hombre
https://www.exito.com/tenis-luster-2-de-cuero-para-hombre-puntera-almendrada-123798351/p,Moda Y Accesorios,Calzado para Hombre,Tenis Moda de Hombre,VELEZ-PLU: 124102739,Tenis luster 2 de cuero para hombre puntera almendrada Gris 39,N/A,N/A,N/A,Hombre
https://www.exito.com/cinturon-doble-faz-loira-2-de-cuero-para-hombre-punta-trapecio-123798356/p,Moda Y Accesorios,Accesorios De Moda,Cinturones,VELEZ-PLU: 124102796- EAN: 7705007368933,Cinturón doble faz loira 2 de cuero para hombre punta trapecio Miel 36,N/A,N/A,$ 149.900,36 40 38 34 32
https://www.exito.com/cinturon-doble-faz-loira-2-de-cuero-para-hombre-punta-trapecio-123798357/p,Moda Y Accesorios,Accesorios De Moda,Cinturones,VELEZ-PLU: 124102808,Cinturón doble faz loira 2 de cuero para hombre punta trapecio Cafe 38,N/A,1,N/A,N/A
https://www.exito.com/cinturon-unifaz-turkana-2-de-cuero-para-hombre-punta-trapecio-123798358/p,Moda Y Accesorios,Accesorios De Moda,Cinturones,VELEZ-PLU: 124102813,Cinturón unifaz turkana 2 de cuero para hombre punta trapecio Miel 34,N/A,N/A,N/A,N/A
https://www.exito.com/cinturon-unifaz-turkana-2-de-cuero-para-hombre-punta-trapecio-123798359/p,Moda Y Accesorios,Accesorios De Moda,Cinturones,VELEZ-PLU: 124102821- EAN: 7705007369886,Cinturón unifaz turkana 2 de cuero para hombre punta trapecio Azul Oscuro 34,N/A,N/A,$ 119.900,34 32 40 42 38 36
https://www.exito.com/manos-libres-mini-abi-de-cuero-y-lona-para-mujer-monogram-123798360/p,Moda Y Accesorios,Marroquineria,Bolsos y carteras de mujer,VELEZ-PLU: 124102833- EAN: 7705007372923,Manos libres mini abi de cuero y lona para mujer monogram Gris,N/A,N/A,$ 509.900,Mujer
https://www.exito.com/manos-libres-halo-2-de-cuero-liso-y-cuero-gamuzado-para-hombre-multifuncional-123798361/p,Moda Y Accesorios,Marroquineria Hombre,Bolsos y manoslibres de hombre,VELEZ-PLU: 124102834- EAN: 7705007372756,Manos libres halo 2 de cuero liso y cuero gamuzado para hombre multifuncional Cafe,N/A,N/A,$ 539.900,Hombre
https://www.exito.com/billetera-arabia-3-0-de-cuero-para-hombre-silueta-slim-123798362/p,Moda Y Accesorios,Marroquineria Hombre,Billeteras de hombre,VELEZ-PLU: 124102835- EAN: 7705007372237,Billetera arabia 3.0 de cuero para hombre silueta slim Miel,N/A,N/A,$ 159.900,Hombre
https://www.exito.com/manos-libres-halo-2-de-cuero-liso-y-cuero-gamuzado-para-hombre-multifuncional-123798363/p,Moda Y Accesorios,Marroquineria Hombre,Bolsos y manoslibres de hombre,VELEZ-PLU: 124102836- EAN: 7705007372749,Manos libres halo 2 de cuero liso y cuero gamuzado para hombre multifuncional Miel,N/A,N/A,$ 539.900,Hombre
https://www.exito.com/billetera-arabia-3-0-de-cuero-para-hombre-silueta-slim-123798364/p,Moda Y Accesorios,Marroquineria Hombre,Billeteras de hombre,VELEZ-PLU: 124102837- EAN: 7705007372244,Billetera arabia 3.0 de cuero para hombre silueta slim Azul Oscuro,N/A,N/A,$ 159.900,Hombre
https://www.exito.com/cinturon-unifaz-de-cuero-pelo-para-mujer-puntera-hexagonal-123798371/p,Moda Y Accesorios,Accesorios De Moda,Cinturones,VELEZ-PLU: 124102908- EAN: 7705007376587,Cinturón unifaz de cuero pelo para mujer puntera hexagonal Negro M,N/A,N/A,$ 119.900,Mujer
https://www.exito.com/cinturon-unifaz-de-cuero-pelo-para-mujer-puntera-hexagonal-123798372/p,Moda Y Accesorios,Accesorios De Moda,Cinturones,VELEZ-PLU: 124102914- EAN: 7705007376686,Cinturón unifaz de cuero pelo para mujer puntera hexagonal Blanco XL,N/A,9,$ 119.900,Mujer
https://www.exito.com/porta-tarjetas-ava-de-cuero-para-mujer-detalle-jacquard-123798373/p,Moda Y Accesorios,Marroquineria,Billeteras de mujer,VELEZ-PLU: 124102916- EAN: 7705007377744,Porta tarjetas ava de cuero para mujer detalle jacquard Miel,N/A,N/A,$ 119.900,Mujer
https://www.exito.com/manos-libres-alessia-de-cuero-para-mujer-cargadera-trenzada-123798374/p,Moda Y Accesorios,Marroquineria,Bolsos y carteras de mujer,VELEZ-PLU: 124102917- EAN: 7705007378390,Manos libres Alessia de cuero para mujer cargadera trenzada Miel,N/A,N/A,$ 729.900,Mujer
https://www.exito.com/manos-libres-alessia-de-cuero-para-mujer-cargadera-trenzada-123798375/p,Moda Y Accesorios,Marroquineria,Bolsos y carteras de mujer,VELEZ-PLU: 124102918- EAN: 7705007378406,Manos libres Alessia de cuero para mujer cargadera trenzada Blanco,N/A,N/A,$ 729.900,Mujer
https://www.exito.com/morral-alava-de-cuero-para-mujer-asa-trenzada-123798376/p,Moda Y Accesorios,Marroquineria,Morrales,VELEZ-PLU: 124102919,Morral alava de cuero para mujer asa trenzada Miel,N/A,N/A,N/A,Mujer
https://www.exito.com/morral-alava-de-cuero-para-mujer-asa-trenzada-123798377/p,Moda Y Accesorios,Marroquineria,Morrales,VELEZ-PLU: 124102920,Morral alava de cuero para mujer asa trenzada Negro,N/A,N/A,N/A,Mujer
https://www.exito.com/porta-tarjetas-ava-de-cuero-para-mujer-detalle-jacquard-123798378/p,Moda Y Accesorios,Marroquineria,Billeteras de mujer,VELEZ-PLU: 124102921- EAN: 7705007377768,Porta tarjetas ava de cuero para mujer detalle jacquard Rojo,N/A,N/A,$ 119.900,Mujer
https://www.exito.com/manos-libres-alessia-de-cuero-para-mujer-cargadera-trenzada-123798379/p,Moda Y Accesorios,Marroquineria,Bolsos y carteras de mujer,VELEZ-PLU: 124102922- EAN: 7705007378413,Manos libres Alessia de cuero para mujer cargadera trenzada Rojo,N/A,N/A,$ 729.900,Mujer
https://www.exito.com/porta-chequera-ibiza-de-cuero-para-mujer-cargadera-removible-123798380/p,Moda Y Accesorios,Marroquineria,Billeteras de mujer,VELEZ-PLU: 124102923- EAN: 7705007377676,Porta chequera Ibiza de cuero para mujer cargadera removible Negro,N/A,N/A,$ 469.900,Mujer
https://www.exito.com/billetera-palma-de-cuero-para-mujer-detalle-jacquard-123798381/p,Moda Y Accesorios,Marroquineria,Billeteras de mujer,VELEZ-PLU: 124102924- EAN: 7705007377850,Billetera palma de cuero para mujer detalle jacquard Rojo,N/A,N/A,$ 429.900,Mujer
https://www.exito.com/porta-tarjetas-arabia-de-cuero-y-lona-para-mujer-monogram-123798382/p,Moda Y Accesorios,Marroquineria,Billeteras de mujer,VELEZ-PLU: 124102925- EAN: 7705007378093,Porta tarjetas arabia de cuero y lona para mujer monogram Gris,N/A,N/A,$ 179.900,Mujer
https://www.exito.com/billetera-palma-de-cuero-para-mujer-detalle-jacquard-123798384/p,Moda Y Accesorios,Marroquineria,Billeteras de mujer,VELEZ-PLU: 124102927- EAN: 7705007377843,Billetera palma de cuero para mujer detalle jacquard Miel,N/A,N/A,$ 429.900,Mujer
https://www.exito.com/manos-libres-budda-en-gamuza-y-cuero-para-mujer-cargadera-cadena-123798385/p,Moda Y Accesorios,Marroquineria,Bolsos y carteras de mujer,VELEZ-PLU: 124102928- EAN: 7705007378574,Manos libres budda en gamuza y cuero para mujer cargadera cadena Rojo,N/A,N/A,$ 419.900,Mujer
https://www.exito.com/camisa-larga-astromelia-en-tejido-plano-para-mujer-silueta-kaftan-123798386/p,Moda Y Accesorios,Ropa Exterior para Mujer,Camisas y Blusas de Mujer,VELEZ-PLU: 124102929- EAN: 7705007379151,Camisa larga astromelia en tejido plano para mujer silueta kaftan Blanco L,N/A,8,$ 229.900,Mujer
https://www.exito.com/zapatos-de-cordon-acacia-de-cuero-para-hombre-vena-tejida-123798387/p,Moda Y Accesorios,Calzado para Hombre,Zapato Formal de Hombre,VELEZ-PLU: 124102932- EAN: 7705007381406,Zapatos de cordón acacia de cuero para hombre vena tejida Cafe 43,N/A,N/A,$ 549.900,Hombre
https://www.exito.com/cinturon-doble-faz-tulipan-de-cuero-para-mujer-puntera-hexagonal-123798388/p,Moda Y Accesorios,Accesorios De Moda,Cinturones,VELEZ-PLU: 124102947- EAN: 7705007382168,Cinturón doble faz tulipan de cuero para mujer puntera hexagonal Rojo M,N/A,N/A,$ 89.900,Mujer
https://www.exito.com/cinturon-unifaz-gardenia-de-cuero-para-mujer-pasador-hexagonal-123798389/p,Moda Y Accesorios,Accesorios De Moda,Cinturones,VELEZ-PLU: 124102953,Cinturón unifaz gardenia de cuero para mujer pasador hexagonal Rojo L,N/A,N/A,N/A,Mujer
https://www.exito.com/tenis-gali-2-0-de-cuero-para-hombre-monocolor-123798390/p,Moda Y Accesorios,Calzado para Hombre,Tenis Moda de Hombre,VELEZ-PLU: 124102955,Tenis gali 2.0 de cuero para hombre monocolor Miel 42,N/A,N/A,N/A,Hombre
https://www.exito.com/slipper-tejido-en-cuero-para-hombre-confort-123798391/p,Moda Y Accesorios,Calzado para Hombre,Sandalias de Hombre,VELEZ-PLU: 124102960,Slipper tejido en cuero para hombre confort Miel 40,N/A,N/A,N/A,40 42 39 41 43
https://www.exito.com/monedero-garniel-de-cuero-pelo-para-mujer-inspiracion-carriel-123798392/p,Moda Y Accesorios,Marroquineria,"Cosmetiqueras, Cartucheras y Lapiceras de mujer",VELEZ-PLU: 124102965- EAN: 7705007377935,Monedero garniel de cuero pelo para mujer inspiración carriel Negro,N/A,N/A,$ 219.900,Mujer
https://www.exito.com/shopping-sakai-de-cuero-y-lona-para-mujer-monogram-123798393/p,Moda Y Accesorios,Marroquineria,Bolsos y carteras de mujer,VELEZ-PLU: 124102966,Shopping sakai de cuero y lona para mujer monogram Gris,N/A,N/A,N/A,Mujer
https://www.exito.com/billetera-porta-chequera-damasco-de-cuero-para-mujer-cargadera-removible-123798394/p,Moda Y Accesorios,Marroquineria,Billeteras de mujer,VELEZ-PLU: 124102967,Billetera porta chequera damasco de cuero para mujer cargadera removible Blanco,N/A,N/A,N/A,Mujer
https://www.exito.com/cosmetiquera-delfos-de-cuero-para-mujer-cargadera-removible-123798395/p,Moda Y Accesorios,Marroquineria,"Cosmetiqueras, Cartucheras y Lapiceras de mujer",VELEZ-PLU: 124102968- EAN: 7705007382779,Cosmetiquera delfos de cuero para mujer cargadera removible Rojo,N/A,N/A,$ 239.900,Mujer
https://www.exito.com/cosmetiquera-multiuso-socry-123798408/p,Moda Y Accesorios,Marroquineria,"Cosmetiqueras, Cartucheras y Lapiceras de mujer",TOTTO-PLU: 124102980- EAN: 7704758621335,Cosmetiquera Multiuso Socry Color: Negro,40,1,$ 32.900,Mujer
https://www.exito.com/lonchera-borrador-con-recipiente-plastico-123798416/p,Moda Y Accesorios,Marroquineria,Loncheras,TOTTO-PLU: 124102988- EAN: 7704758621786,Lonchera Borrador Con Recipiente Plástico Color: Azul,40,1,$ 50.900,Estudio
https://www.exito.com/multiuso-comic-avengers-123798420/p,Moda Y Accesorios,Marroquineria,"Cosmetiqueras, Cartucheras y Lapiceras de mujer",TOTTO-PLU: 124102993- EAN: 7704758659420,Multiuso Comic Avengers Color: Negro,40,3,$ 32.900,Moda
https://www.exito.com/morral-acuarel-123798421/p,Moda Y Accesorios,Marroquineria,Morrales,TOTTO-PLU: 124102995- EAN: 7704758626415,Morral Acuarel Color: Azul,40,1,$ 119.900,Hombre
https://www.exito.com/botilito-cohety-de-400-ml--naranja-123798427/p,Hogar,Organizadores,"recipientes, termos y botellas",TOTTO-PLU: 124102998- EAN: 7704758817387,Botilito Cohety De 400 Ml. naranja,40,2,$ 23.900,botilitos
https://www.exito.com/tula-disney-100-amigos-123798429/p,Moda Y Accesorios,Maletas Y Bolsos,Tulas depotivas,TOTTO-PLU: 124103000- EAN: 7704758756846,Tula Disney 100 Amigos Color:,30,2,$ 37.900,Niño
https://www.exito.com/buzo-oversize-mickey-mouse-cm--edicion-especial--123798432/p,Moda Y Accesorios,Ropa Exterior para Hombre,"Sacos, busos y Cardingans de Hombre",TOTTO-PLU: 124103003- EAN: 7704758824187,Buzo Oversize Mickey Mouse CM (Edición especial) Color: Blanco Talla:  L-XL,40,4,$ 95.900,Hombre
https://www.exito.com/botilito-mettaverse-de-600-ml--negro-123798433/p,Hogar,Organizadores,"recipientes, termos y botellas",TOTTO-PLU: 124103004- EAN: 7704758817431,Botilito Mettaverse De 600 Ml. negro,40,3,$ 26.900,botilitos
https://www.exito.com/cartuchera-mickey-mouse--edicion-especial--123798434/p,Moda Y Accesorios,Marroquineria,"Cosmetiqueras, Cartucheras y Lapiceras de mujer",TOTTO-PLU: 124103005- EAN: 7704758811231,Cartuchera Mickey Mouse (Edición Especial) Color: Gris,40,5,$ 32.900,Niño
https://www.exito.com/morral-hombre-cloud-naranja-123798442/p,Moda Y Accesorios,Marroquineria,Morrales,TOTTO-PLU: 124103013- EAN: 7704758810418,Morral Hombre Cloud Naranja,30,4,$ 83.900,Hombre
https://www.exito.com/morral-hombre-tracer-4-naranja-123798443/p,Moda Y Accesorios,Marroquineria,Morrales,TOTTO-PLU: 124103014- EAN: 7704758806886,Morral Hombre Tracer 4 Naranja,40,4,$ 119.900,Hombre
https://www.exito.com/morral-hombre-p-tablet-y-pc-misisipi-verde-123798445/p,Moda Y Accesorios,Marroquineria,Morrales,TOTTO-PLU: 124103016- EAN: 7704758806923,Morral Hombre P Tablet Y Pc Misisipi Verde,30,1,$ 118.900,Hombre
https://www.exito.com/morral-hombre-tracer-1-naranja-123798447/p,Moda Y Accesorios,Marroquineria,Morrales,TOTTO-PLU: 124103018- EAN: 7704758806848,Morral Hombre Tracer 1 Naranja,30,4,$ 90.900,Hombre
https://www.exito.com/cartuchera-hombre-agapec-negro-123798448/p,Tecnologia,Impresión,"Cartuchos, botellas de tinta y toner",TOTTO-PLU: 124103019- EAN: 7704758803069,Cartuchera Hombre Agapec Negro,40,3,$ 38.900,cartucheras
https://www.exito.com/cartuchera-mujer-pluma-verde-123798453/p,Moda Y Accesorios,Marroquineria,"Cosmetiqueras, Cartucheras y Lapiceras de mujer",TOTTO-PLU: 124103024- EAN: 7704758808903,Cartuchera Mujer Pluma Verde,40,3,$ 35.900,Mujer
https://www.exito.com/cartuchera-hombre-pluma-azul-123798454/p,Moda Y Accesorios,Marroquineria Hombre,Bolsos y manoslibres de hombre,TOTTO-PLU: 124103025- EAN: 7704758808941,Cartuchera Hombre Pluma Azul,40,4,$ 35.900,Hombre
https://www.exito.com/cartuchera-hombre-pluma-gris-123798457/p,Moda Y Accesorios,Marroquineria Hombre,Bolsos y manoslibres de hombre,TOTTO-PLU: 124103028- EAN: 7704758808996,Cartuchera Hombre Pluma Gris,40,3,$ 35.900,Hombre
https://www.exito.com/cartuchera-hombre-escuadra-gris-123798458/p,Moda Y Accesorios,Marroquineria Hombre,Bolsos y manoslibres de hombre,TOTTO-PLU: 124103029- EAN: 7704758802772,Cartuchera Hombre Escuadra Gris,40,2,$ 32.900,Hombre
https://www.exito.com/cartuchera-mujer-escuadra-negro-123798459/p,Moda Y Accesorios,Marroquineria,"Cosmetiqueras, Cartucheras y Lapiceras de mujer",TOTTO-PLU: 124103030- EAN: 7704758802789,Cartuchera Mujer Escuadra Negro,40,3,$ 32.900,Mujer
https://www.exito.com/sombrilla-sombri-con-filtro-uv-mediana-azul-123798461/p,Moda Y Accesorios,Accesorios De Moda,Sombrillas Y Paraguas,TOTTO-PLU: 124103032- EAN: 7704758815468,Sombrilla Sombri Con Filtro Uv Mediana Azul,N/A,N/A,$ 79.900,Mujer
https://www.exito.com/botilito-pink-ocean-de-600-ml--azul-123798463/p,Hogar,Mesa,Termos y botellas,TOTTO-PLU: 124103036- EAN: 7704758817448,Botilito Pink Ocean De 600 Ml. Azul,40,4,$ 26.900,botilitos
https://www.exito.com/botilito-dancing-rabbit-de-400-ml--rosado-123798464/p,Hogar,Mesa,Termos y botellas,TOTTO-PLU: 124103037- EAN: 7704758817455,Botilito Dancing Rabbit De 400 Ml. rosado,40,1,$ 23.900,botilitos
https://www.exito.com/botilito-selfie-cat-de-600-ml--rosado-123798465/p,Hogar,Mesa,Termos y botellas,TOTTO-PLU: 124103038- EAN: 7704758817486,Botilito Selfie Cat De 600 Ml. rosado,31,1,$ 30.900,botilitos
https://www.exito.com/sombrilla-sombri-con-filtro-uv-mediana-gris-123798468/p,Moda Y Accesorios,Accesorios De Moda,Sombrillas Y Paraguas,TOTTO-PLU: 124103033- EAN: 7704758815451,Sombrilla Sombri Con Filtro Uv Mediana Gris,N/A,N/A,$ 79.900,Hombre
https://www.exito.com/sombrilla-sombri-con-filtro-uv-mediana-negra-123798469/p,Moda Y Accesorios,Accesorios De Moda,Sombrillas Y Paraguas,TOTTO-PLU: 124103035- EAN: 7704758815437,Sombrilla Sombri Con Filtro Uv Mediana Negra,N/A,N/A,$ 79.900,Hombre
https://www.exito.com/sombrilla-sombri-con-filtro-uv-mediana-verde-123798472/p,Moda Y Accesorios,Accesorios De Moda,Sombrillas Y Paraguas,TOTTO-PLU: 124103043- EAN: 7704758815444,Sombrilla Sombri Con Filtro Uv Mediana Verde,N/A,N/A,$ 79.900,Mujer
https://www.exito.com/llavero-de-grogu-de-moda-verde-123798490/p,Moda Y Accesorios,Accesorios De Moda,Llaveros,TOTTO-PLU: 124103061- EAN: 7704758809641,Llavero De Grogu De Moda Verde,N/A,2,$ 19.900,Niño
https://www.exito.com/botilito-disney-100-de-500-ml--gris-123798491/p,Hogar,Mesa,Termos y botellas,TOTTO-PLU: 124103062- EAN: 7704758817400,Botilito Disney 100 De 500 Ml. Gris,30,2,$ 48.900,pequeño
https://www.exito.com/llavero-de-hulk-de-moda-verde-123798492/p,Moda Y Accesorios,Accesorios De Moda,Llaveros,TOTTO-PLU: 124103063- EAN: 7704758809658,Llavero De Hulk De Moda Verde,N/A,4,$ 19.900,Niño
https://www.exito.com/llavero-de-minnie-de-moda-negro-123798493/p,Moda Y Accesorios,Accesorios De Moda,Llaveros,TOTTO-PLU: 124103064- EAN: 7704758809627,Llavero De Minnie De Moda Negro,N/A,4,$ 19.900,Niña
https://www.exito.com/llavero-de-spiderman-de-moda-rojo-123798494/p,Moda Y Accesorios,Accesorios De Moda,Llaveros,TOTTO-PLU: 124103065- EAN: 7704758809610,Llavero De Spiderman De Moda Rojo,N/A,4,$ 19.900,Niño
https://www.exito.com/llavero-de-donald-de-moda-blanco-123798495/p,Moda Y Accesorios,Accesorios De Moda,Llaveros,TOTTO-PLU: 124103066- EAN: 7704758809634,Llavero De Donald De Moda Blanco,N/A,4,$ 19.900,Niño
